machine_id,machine_type,cycle,cycle_time,defect,maintenance_event,maintenance_action,downtime_event
M1,tool_wear_machine,9,10.558600272890958,0,0,,
M2,calibration_drift_machine,9,10.22287635411263,0,0,,
M3,healthy_control_machine,9,10.235535399093987,0,0,,
M4,bearing_degradation_machine,9,10.148567462756233,0,0,,0.0
M1,tool_wear_machine,10,10.647681158846307,0,0,,
M2,calibration_drift_machine,10,10.006448381546539,0,0,,
M3,healthy_control_machine,10,9.77191922040021,0,0,,
M4,bearing_degradation_machine,10,10.171654018018835,0,0,,0.0
M1,tool_wear_machine,11,10.745427996542833,0,0,,
M2,calibration_drift_machine,11,9.880526985890063,0,0,,
M3,healthy_control_machine,11,10.065738600387938,0,0,,
M4,bearing_degradation_machine,11,10.180477678038834,0,0,,0.0
M1,tool_wear_machine,12,10.84456702378947,0,0,,
M2,calibration_drift_machine,12,10.15697176919723,0,0,,
M3,healthy_control_machine,12,9.920669879631552,0,0,,
M4,bearing_degradation_machine,12,10.198614153411008,0,0,,0.0
M1,tool_wear_machine,13,10.887013532282756,0,0,,
M2,calibration_drift_machine,13,9.709952697356714,0,0,,
M3,healthy_control_machine,13,10.08710367424567,0,0,,
M4,bearing_degradation_machine,13,10.217669157220648,0,0,,0.0
M1,tool_wear_machine,14,10.98249514937947,0,0,,
M2,calibration_drift_machine,14,10.095990427620507,0,0,,
M3,healthy_control_machine,14,10.017790347013603,0,0,,
M4,bearing_degradation_machine,14,10.227158801505542,0,0,,0.0
M1,tool_wear_machine,15,11.066052490111684,0,0,,
M2,calibration_drift_machine,15,10.167925327514574,0,0,,
M3,healthy_control_machine,15,9.796977228456768,0,0,,
M4,bearing_degradation_machine,15,10.244861666460096,0,0,,0.0
M1,tool_wear_machine,16,11.13897651747368,0,0,,
M2,calibration_drift_machine,16,9.834561585676337,0,0,,
M3,healthy_control_machine,16,9.895239818895561,0,0,,
M4,bearing_degradation_machine,16,10.26325579284485,0,0,,0.0
M1,tool_wear_machine,17,11.194888659534582,0,0,,
M2,calibration_drift_machine,17,9.935858634800056,0,0,,
M3,healthy_control_machine,17,10.176886782124988,0,0,,
M4,bearing_degradation_machine,17,10.280486254998873,0,0,,0.0
M1,tool_wear_machine,18,11.273616997289013,0,0,,
M2,calibration_drift_machine,18,10.272357146201552,0,0,,
M3,healthy_control_machine,18,9.709273969917321,0,0,,
M4,bearing_degradation_machine,18,10.29533720137195,0,0,,0.0
M1,tool_wear_machine,19,11.364685197580025,0,0,,
M2,calibration_drift_machine,19,10.03408075747501,0,0,,
M3,healthy_control_machine,19,10.042036702053618,0,0,,
M4,bearing_degradation_machine,19,10.313177316999136,0,0,,0.0
M1,tool_wear_machine,20,11.446506142039741,0,0,,
M2,calibration_drift_machine,20,9.876155106558697,0,0,,
M3,healthy_control_machine,20,10.220243391148061,0,0,,
M4,bearing_degradation_machine,20,10.32935879538091,0,0,,0.0
M1,tool_wear_machine,21,11.539906462548794,0,0,,
M2,calibration_drift_machine,21,9.75638916390452,0,0,,
M3,healthy_control_machine,21,9.979358810879477,0,0,,
M4,bearing_degradation_machine,21,10.341943455414963,0,0,,0.0
M1,tool_wear_machine,22,11.587530093307908,0,0,,
M2,calibration_drift_machine,22,9.829492616498106,0,0,,
M3,healthy_control_machine,22,9.731009032701165,0,0,,
M4,bearing_degradation_machine,22,10.358593617360725,0,0,,0.0
M1,tool_wear_machine,23,11.67524126499403,0,0,,
M2,calibration_drift_machine,23,9.747073828805359,0,0,,
M3,healthy_control_machine,23,10.201588072307324,0,0,,
M4,bearing_degradation_machine,23,10.373136864471354,0,0,,0.0
M1,tool_wear_machine,24,11.754853107597093,0,0,,
M2,calibration_drift_machine,24,10.142738150017461,0,0,,
M3,healthy_control_machine,24,9.951760037456674,0,0,,
M4,bearing_degradation_machine,24,10.386832427329773,0,0,,0.0
M1,tool_wear_machine,25,11.846180742637754,0,0,,
M2,calibration_drift_machine,25,9.7587004963906,0,0,,
M3,healthy_control_machine,25,9.80392112194601,0,0,,
M4,bearing_degradation_machine,25,10.401208503080133,0,0,,0.0
M1,tool_wear_machine,26,11.916368918152559,0,0,,
M2,calibration_drift_machine,26,9.797760656248858,0,0,,
M3,healthy_control_machine,26,9.715906786324974,0,0,,
M4,bearing_degradation_machine,26,10.424252186942931,0,0,,0.0
M1,tool_wear_machine,27,12.012856806679151,0,0,,
M2,calibration_drift_machine,27,10.243210385173638,0,0,,
M3,healthy_control_machine,27,9.760466800826457,0,0,,
M4,bearing_degradation_machine,27,10.433763274315027,0,0,,0.0
M1,tool_wear_machine,28,12.101724915634486,0,0,,
M2,calibration_drift_machine,28,10.11804229921849,0,0,,
M3,healthy_control_machine,28,10.141042626282331,0,0,,
M4,bearing_degradation_machine,28,10.446275827476168,0,0,,0.0
M1,tool_wear_machine,29,12.164046000782054,0,0,,
M2,calibration_drift_machine,29,10.258454395362138,0,0,,
M3,healthy_control_machine,29,10.150522640674899,0,0,,
M4,bearing_degradation_machine,29,10.455925809377542,0,0,,0.0
M1,tool_wear_machine,30,12.227398101506104,1,0,,
M2,calibration_drift_machine,30,9.754772006071681,0,0,,
M3,healthy_control_machine,30,10.270364288162533,0,0,,
M4,bearing_degradation_machine,30,10.474035204772258,0,0,,0.0
M1,tool_wear_machine,31,12.314892844129655,0,0,,
M2,calibration_drift_machine,31,9.996652182821549,0,0,,
M3,healthy_control_machine,31,9.964918300824026,0,0,,
M4,bearing_degradation_machine,31,10.487649844973092,0,0,,0.0
M1,tool_wear_machine,32,12.359939252496554,0,0,,
M2,calibration_drift_machine,32,10.193116035574214,0,0,,
M3,healthy_control_machine,32,9.750902628451115,0,0,,
M4,bearing_degradation_machine,32,10.501638177705189,0,0,,0.0
M1,tool_wear_machine,33,12.42251482762841,0,0,,
M2,calibration_drift_machine,33,10.035042549841483,0,0,,
M3,healthy_control_machine,33,9.76671848938369,0,0,,
M4,bearing_degradation_machine,33,10.50981983602147,0,0,,0.0
M1,tool_wear_machine,34,12.507277520384335,0,0,,
M2,calibration_drift_machine,34,9.924922347714222,0,0,,
M3,healthy_control_machine,34,9.83415750311167,0,0,,
M4,bearing_degradation_machine,34,10.518014307616506,0,0,,0.0
M1,tool_wear_machine,35,12.551705314268458,0,0,,
M2,calibration_drift_machine,35,10.01385870650209,0,0,,
M3,healthy_control_machine,35,9.972724638860663,0,0,,
M4,bearing_degradation_machine,35,10.535363336607276,0,0,,0.0
M1,tool_wear_machine,36,12.619044719435601,0,0,,
M2,calibration_drift_machine,36,9.812872695834256,0,0,,
M3,healthy_control_machine,36,10.050193667110523,0,0,,
M4,bearing_degradation_machine,36,10.558953653529935,0,0,,0.0
M1,tool_wear_machine,37,12.700128589788834,0,0,,
M2,calibration_drift_machine,37,10.193522345753902,0,0,,
M3,healthy_control_machine,37,10.068049117561474,0,0,,
M4,bearing_degradation_machine,37,10.581877309263598,0,0,,0.0
M1,tool_wear_machine,38,12.799365157547731,0,0,,
M2,calibration_drift_machine,38,9.928534513978613,0,0,,
M3,healthy_control_machine,38,10.202997222826683,0,0,,
M4,bearing_degradation_machine,38,10.596514421301,0,0,,0.0
M1,tool_wear_machine,39,12.899163367772164,0,0,,
M2,calibration_drift_machine,39,10.266859437929456,0,0,,
M3,healthy_control_machine,39,9.970326481186056,0,0,,
M4,bearing_degradation_machine,39,10.619779237737141,0,0,,0.0
M1,tool_wear_machine,40,12.945976823304143,0,0,,
M2,calibration_drift_machine,40,10.163391035041384,0,0,,
M3,healthy_control_machine,40,10.03114410326469,0,0,,
M4,bearing_degradation_machine,40,10.641805695379674,0,0,,0.0
M1,tool_wear_machine,41,13.028221609390096,0,0,,
M2,calibration_drift_machine,41,9.70872679940073,0,0,,
M3,healthy_control_machine,41,9.935346427059839,0,0,,
M4,bearing_degradation_machine,41,10.664272234491573,0,0,,0.0
M1,tool_wear_machine,42,13.1199634319149,0,0,,
M2,calibration_drift_machine,42,10.255952575096897,0,0,,
M3,healthy_control_machine,42,9.975481453742956,0,0,,
M4,bearing_degradation_machine,42,10.68015412399546,0,0,,0.0
M1,tool_wear_machine,43,13.167646182252367,0,0,,
M2,calibration_drift_machine,43,10.084524846881928,0,0,,
M3,healthy_control_machine,43,10.238073045943606,0,0,,
M4,bearing_degradation_machine,43,10.698835047811796,0,0,,0.0
M1,tool_wear_machine,44,13.218266811308972,0,0,,
M2,calibration_drift_machine,44,9.976467260819636,0,0,,
M3,healthy_control_machine,44,10.002050362512914,0,0,,
M4,bearing_degradation_machine,44,10.707464042049255,0,0,,0.0
M1,tool_wear_machine,45,13.261931488900263,0,0,,
M2,calibration_drift_machine,45,10.148955814230195,0,0,,
M3,healthy_control_machine,45,9.92228326167483,0,0,,
M4,bearing_degradation_machine,45,10.725356118393739,0,0,,0.0
M1,tool_wear_machine,46,13.344732464053337,0,0,,
M2,calibration_drift_machine,46,10.019268091159189,0,0,,
M3,healthy_control_machine,46,10.019570359873015,0,0,,
M4,bearing_degradation_machine,46,10.73766401008893,0,0,,0.0
M1,tool_wear_machine,47,13.391918191962493,0,0,,
M2,calibration_drift_machine,47,10.107461391486694,0,0,,
M3,healthy_control_machine,47,9.752152172852455,0,0,,
M4,bearing_degradation_machine,47,10.755053467977262,0,0,,0.0
M1,tool_wear_machine,48,13.470673226442388,0,0,,
M2,calibration_drift_machine,48,10.291909149275789,0,0,,
M3,healthy_control_machine,48,9.761069483572243,0,0,,
M4,bearing_degradation_machine,48,10.766988791631414,0,0,,0.0
M1,tool_wear_machine,49,13.515487251182087,0,0,,
M2,calibration_drift_machine,49,10.289427170145164,0,0,,
M3,healthy_control_machine,49,10.281682259965221,0,0,,
M4,bearing_degradation_machine,49,10.788061944766604,0,0,,0.0
M1,tool_wear_machine,50,13.58978401255028,0,0,,
M2,calibration_drift_machine,50,9.812226249134515,0,0,,
M3,healthy_control_machine,50,10.004566227210674,0,0,,
M4,bearing_degradation_machine,50,10.79789933396243,0,0,,0.0
M1,tool_wear_machine,51,13.661739378503377,0,0,,
M2,calibration_drift_machine,51,9.780648806163384,0,0,,
M3,healthy_control_machine,51,9.893412306984834,0,0,,
M4,bearing_degradation_machine,51,10.809973584438652,0,0,,0.0
M1,tool_wear_machine,52,13.722671474495955,0,0,,
M2,calibration_drift_machine,52,10.279016146399908,0,0,,
M3,healthy_control_machine,52,10.263004274092623,0,0,,
M4,bearing_degradation_machine,52,10.819037524716519,0,0,,0.0
M1,tool_wear_machine,53,13.77476911369882,0,0,,
M2,calibration_drift_machine,53,10.188744832138829,0,0,,
M3,healthy_control_machine,53,9.915298290474102,0,0,,
M4,bearing_degradation_machine,53,10.833316646435282,0,0,,0.0
M1,tool_wear_machine,54,13.859625676509395,0,0,,
M2,calibration_drift_machine,54,10.23974474396474,0,0,,
M3,healthy_control_machine,54,10.243883266578727,0,0,,
M4,bearing_degradation_machine,54,10.843187015086615,0,0,,0.0
M1,tool_wear_machine,55,13.936830041865106,0,0,,
M2,calibration_drift_machine,55,10.173158326734718,0,0,,
M3,healthy_control_machine,55,9.84909348388868,0,0,,
M4,bearing_degradation_machine,55,10.851723534042389,0,0,,0.0
M1,tool_wear_machine,56,13.983467946082419,0,0,,
M2,calibration_drift_machine,56,9.93837237433622,0,0,,
M3,healthy_control_machine,56,9.837550837139585,0,0,,
M4,bearing_degradation_machine,56,10.871244118627125,0,0,,0.0
M1,tool_wear_machine,57,14.034363809090504,0,0,,
M2,calibration_drift_machine,57,9.940510850058184,0,0,,
M3,healthy_control_machine,57,9.792010841869649,0,0,,
M4,bearing_degradation_machine,57,10.887338337489277,0,0,,0.0
M1,tool_wear_machine,58,14.116162858523118,0,0,,
M2,calibration_drift_machine,58,9.791523425748556,0,0,,
M3,healthy_control_machine,58,9.954478402781431,0,0,,
M4,bearing_degradation_machine,58,10.91028820972558,0,0,,0.0
M1,tool_wear_machine,59,14.163642619395315,0,0,,
M2,calibration_drift_machine,59,10.011302834275643,0,0,,
M3,healthy_control_machine,59,9.73285698329322,0,0,,
M4,bearing_degradation_machine,59,10.931133864903149,0,0,,0.0
M1,tool_wear_machine,60,14.22442337905727,0,0,,
M2,calibration_drift_machine,60,9.971330764533885,0,0,,
M3,healthy_control_machine,60,9.78451421222788,0,0,,
M4,bearing_degradation_machine,60,10.94710774926698,0,0,,0.0
M1,tool_wear_machine,61,14.265209046452572,0,0,,
M2,calibration_drift_machine,61,10.276642190481674,0,0,,
M3,healthy_control_machine,61,9.751209800847187,0,0,,
M4,bearing_degradation_machine,61,10.96314286943228,0,0,,0.0
M1,tool_wear_machine,62,14.317517424881492,0,0,,
M2,calibration_drift_machine,62,9.983240167065999,0,0,,
M3,healthy_control_machine,62,10.165316570017007,0,0,,
M4,bearing_degradation_machine,62,10.979533113741521,0,0,,0.0
M1,tool_wear_machine,63,14.409224562142303,0,0,,
M2,calibration_drift_machine,63,9.862446803886133,0,0,,
M3,healthy_control_machine,63,9.715231813396207,0,0,,
M4,bearing_degradation_machine,63,10.99898866940308,0,0,,0.0
M1,tool_wear_machine,64,14.450407194407564,0,0,,
M2,calibration_drift_machine,64,9.8071267972326,0,0,,
M3,healthy_control_machine,64,9.759664835655608,0,0,,
M4,bearing_degradation_machine,64,11.01854494031277,0,0,,0.0
M1,tool_wear_machine,65,14.507996058223226,0,0,,
M2,calibration_drift_machine,65,9.751305118512681,0,0,,
M3,healthy_control_machine,65,9.80886126105388,0,0,,
M4,bearing_degradation_machine,65,11.03328773312225,0,0,,0.0
M1,tool_wear_machine,66,14.583413754774114,0,0,,
M2,calibration_drift_machine,66,9.945646991314744,0,0,,
M3,healthy_control_machine,66,9.876679455725151,0,0,,
M4,bearing_degradation_machine,66,11.053505425828806,0,0,,0.0
M1,tool_wear_machine,67,14.648926565042268,1,0,,
M2,calibration_drift_machine,67,10.02498052879652,0,0,,
M3,healthy_control_machine,67,9.783613644443694,0,0,,
M4,bearing_degradation_machine,67,11.077255860720063,0,0,,0.0
M1,tool_wear_machine,68,14.695991630015676,0,0,,
M2,calibration_drift_machine,68,10.032506801509475,0,0,,
M3,healthy_control_machine,68,9.823852763056362,1,0,,
M4,bearing_degradation_machine,68,11.087446030801164,0,0,,0.0
M1,tool_wear_machine,69,14.746513906733085,0,0,,
M2,calibration_drift_machine,69,9.929883116949698,0,0,,
M3,healthy_control_machine,69,9.799770021253648,0,0,,
M4,bearing_degradation_machine,69,11.096770809487966,0,0,,0.0
M1,tool_wear_machine,70,14.82965666104414,0,0,,
M2,calibration_drift_machine,70,9.985630241319459,0,0,,
M3,healthy_control_machine,70,10.13954325832615,0,0,,
M4,bearing_degradation_machine,70,11.105269739648946,0,0,,0.0
M1,tool_wear_machine,71,14.889711294493157,0,0,,
M2,calibration_drift_machine,71,9.745082669041485,0,0,,
M3,healthy_control_machine,71,10.113041437856642,0,0,,
M4,bearing_degradation_machine,71,11.117212172180773,0,0,,0.0
M1,tool_wear_machine,72,14.951369728309558,0,0,,
M2,calibration_drift_machine,72,9.782091178551378,0,0,,
M3,healthy_control_machine,72,9.811079757303172,0,0,,
M4,bearing_degradation_machine,72,11.139179305554794,0,0,,0.0
M1,tool_wear_machine,73,15.00634980884111,0,0,,
M2,calibration_drift_machine,73,10.292600804797988,0,0,,
M3,healthy_control_machine,73,10.123345103509413,0,0,,
M4,bearing_degradation_machine,73,11.150068511076832,0,0,,0.0
M1,tool_wear_machine,74,15.101813580563702,0,0,,
M2,calibration_drift_machine,74,9.984528529994478,0,0,,
M3,healthy_control_machine,74,9.891460283945953,0,0,,
M4,bearing_degradation_machine,74,11.15866063323228,0,0,,0.0
M1,tool_wear_machine,75,15.162206078389787,0,0,,
M2,calibration_drift_machine,75,9.889174202698365,0,0,,
M3,healthy_control_machine,75,9.891251501759243,0,0,,
M4,bearing_degradation_machine,75,11.18083627720406,0,0,,0.0
M1,tool_wear_machine,76,15.254688178750838,0,0,,
M2,calibration_drift_machine,76,10.179269941464199,0,0,,
M3,healthy_control_machine,76,10.160312973358677,0,0,,
M4,bearing_degradation_machine,76,11.196514287128922,0,0,,0.0
M1,tool_wear_machine,77,15.319969598887461,0,0,,
M2,calibration_drift_machine,77,9.766284467878837,0,0,,
M3,healthy_control_machine,77,9.877784872273594,0,0,,
M4,bearing_degradation_machine,77,11.205187778163104,0,0,,0.0
M1,tool_wear_machine,78,15.373064832159365,0,0,,
M2,calibration_drift_machine,78,9.753646601387356,0,0,,
M3,healthy_control_machine,78,10.266839213374846,0,0,,
M4,bearing_degradation_machine,78,11.223002360390474,0,0,,0.0
M1,tool_wear_machine,79,15.449529039852097,0,0,,
M2,calibration_drift_machine,79,9.805916819203304,0,0,,
M3,healthy_control_machine,79,10.167750684140051,0,0,,
M4,bearing_degradation_machine,79,11.23192784321549,0,0,,0.0
M1,tool_wear_machine,80,15.513303560986255,0,0,,
M2,calibration_drift_machine,80,9.792337543803914,0,0,,
M3,healthy_control_machine,80,9.834290568893573,0,0,,
M4,bearing_degradation_machine,80,11.249414882172957,0,0,,0.0
M1,tool_wear_machine,81,15.606628445778394,0,0,,
M2,calibration_drift_machine,81,10.185709644834926,0,0,,
M3,healthy_control_machine,81,9.752192055946846,0,0,,
M4,bearing_degradation_machine,81,11.263377898445153,0,0,,0.0
M1,tool_wear_machine,82,15.68762397159797,0,0,,
M2,calibration_drift_machine,82,9.997087916208384,0,0,,
M3,healthy_control_machine,82,10.19480857955509,0,0,,
M4,bearing_degradation_machine,82,11.282226156886098,0,0,,0.0
M1,tool_wear_machine,83,15.778658875343625,0,0,,
M2,calibration_drift_machine,83,10.202207997018203,0,0,,
M3,healthy_control_machine,83,10.07116682692911,0,0,,
M4,bearing_degradation_machine,83,11.292763838570787,0,0,,0.0
M1,tool_wear_machine,84,15.838766006599172,0,0,,
M2,calibration_drift_machine,84,10.190780214471438,0,0,,
M3,healthy_control_machine,84,9.7038315230301,0,0,,
M4,bearing_degradation_machine,84,11.3106346692648,0,0,,0.0
M1,tool_wear_machine,85,15.92555673030824,0,0,,
M2,calibration_drift_machine,85,10.024759947205666,0,0,,
M3,healthy_control_machine,85,10.079573135880368,0,0,,
M4,bearing_degradation_machine,85,11.32027482491265,0,0,,0.0
M1,tool_wear_machine,86,15.969597766396369,0,0,,
M2,calibration_drift_machine,86,10.072549310660486,1,0,,
M3,healthy_control_machine,86,10.284093381506437,0,0,,
M4,bearing_degradation_machine,86,11.340269254220537,0,0,,0.0
M1,tool_wear_machine,87,16.038916357820646,0,0,,
M2,calibration_drift_machine,87,9.96754162382605,0,0,,
M3,healthy_control_machine,87,9.955708781341583,0,0,,
M4,bearing_degradation_machine,87,11.350887235359604,0,0,,0.0
M1,tool_wear_machine,88,16.118187030677518,0,0,,
M2,calibration_drift_machine,88,9.79063473506854,0,0,,
M3,healthy_control_machine,88,9.951836390155673,0,0,,
M4,bearing_degradation_machine,88,11.365248745727008,0,0,,0.0
M1,tool_wear_machine,89,16.17097331291902,1,0,,
M2,calibration_drift_machine,89,9.921115806234257,0,0,,
M3,healthy_control_machine,89,10.280916056748833,0,0,,
M4,bearing_degradation_machine,89,11.387146716414298,0,0,,0.0
M1,tool_wear_machine,90,16.218848005579964,1,0,,
M2,calibration_drift_machine,90,10.069990188712444,0,0,,
M3,healthy_control_machine,90,9.770384913377436,0,0,,
M4,bearing_degradation_machine,90,11.406115761009962,0,0,,0.0
M1,tool_wear_machine,91,16.27498760984607,0,0,,
M2,calibration_drift_machine,91,9.97313208944908,1,0,,
M3,healthy_control_machine,91,9.93549613384401,0,0,,
M4,bearing_degradation_machine,91,11.423716089779871,0,0,,0.0
M1,tool_wear_machine,92,16.34381802668154,0,0,,
M2,calibration_drift_machine,92,10.291997555960288,0,0,,
M3,healthy_control_machine,92,10.070893440590872,0,0,,
M4,bearing_degradation_machine,92,11.44067046871566,0,0,,0.0
M1,tool_wear_machine,93,16.38581021320902,0,0,,
M2,calibration_drift_machine,93,9.779629452425835,0,0,,
M3,healthy_control_machine,93,10.180352019465449,0,0,,
M4,bearing_degradation_machine,93,11.451350190031807,0,0,,0.0
M1,tool_wear_machine,94,16.42892849022811,0,0,,
M2,calibration_drift_machine,94,10.22258147424765,0,0,,
M3,healthy_control_machine,94,9.903670115525683,0,0,,
M4,bearing_degradation_machine,94,11.460632027573961,0,0,,0.0
M1,tool_wear_machine,95,16.50051264988428,0,0,,
M2,calibration_drift_machine,95,9.736211250394339,0,0,,
M3,healthy_control_machine,95,10.223070139955322,0,0,,
M4,bearing_degradation_machine,95,11.484245871667067,0,0,,0.0
M1,tool_wear_machine,96,16.573834462940535,0,0,,
M2,calibration_drift_machine,96,10.297800349634045,0,0,,
M3,healthy_control_machine,96,9.819725470557486,0,0,,
M4,bearing_degradation_machine,96,11.493401046210733,0,0,,0.0
M1,tool_wear_machine,97,16.658396854212533,0,0,,
M2,calibration_drift_machine,97,9.922623257790761,0,0,,
M3,healthy_control_machine,97,10.220218897673469,0,0,,
M4,bearing_degradation_machine,97,11.508418892917767,0,0,,0.0
M1,tool_wear_machine,98,16.715006522046636,0,0,,
M2,calibration_drift_machine,98,9.8263973134034,0,0,,
M3,healthy_control_machine,98,10.139867813449168,0,0,,
M4,bearing_degradation_machine,98,11.52787209235268,0,0,,0.0
M1,tool_wear_machine,99,16.80626962764881,0,0,,
M2,calibration_drift_machine,99,10.222449940763507,0,0,,
M3,healthy_control_machine,99,9.91554002163986,0,0,,
M4,bearing_degradation_machine,99,11.538488474314041,0,0,,0.0
M1,tool_wear_machine,100,10.0,0,1,tool_replacement,
M2,calibration_drift_machine,100,9.972273724830183,0,1,recalibration,
M3,healthy_control_machine,100,9.801854743052525,0,1,routine_check,
M4,bearing_degradation_machine,100,11.551880525136943,0,0,,0.0
M1,tool_wear_machine,101,10.050022514474056,0,0,,
M2,calibration_drift_machine,101,10.141841209039384,0,0,,
M3,healthy_control_machine,101,10.206502269381518,0,0,,
M4,bearing_degradation_machine,101,11.56924619496729,0,0,,0.0
M1,tool_wear_machine,102,10.12189268615412,0,0,,
M2,calibration_drift_machine,102,9.773265948406015,0,0,,
M3,healthy_control_machine,102,9.88969366298605,0,0,,
M4,bearing_degradation_machine,102,11.577911360712097,0,0,,0.0
M1,tool_wear_machine,103,10.200239882423048,0,0,,
M2,calibration_drift_machine,103,10.00935761714755,0,0,,
M3,healthy_control_machine,103,9.783790752853788,0,0,,
M4,bearing_degradation_machine,103,11.590838239777556,0,0,,0.0
M1,tool_wear_machine,104,10.280596009516557,0,0,,
M2,calibration_drift_machine,104,9.806289873668431,0,0,,
M3,healthy_control_machine,104,10.266768531684415,0,0,,
M4,bearing_degradation_machine,104,11.60679303600169,0,0,,0.0
M1,tool_wear_machine,105,10.36196761457845,0,0,,
M2,calibration_drift_machine,105,10.095331282139595,0,0,,
M3,healthy_control_machine,105,9.763955818184794,0,0,,
M4,bearing_degradation_machine,105,11.630783655614021,0,0,,0.0
M1,tool_wear_machine,106,10.43598859023765,0,0,,
M2,calibration_drift_machine,106,9.94248419299062,0,0,,
M3,healthy_control_machine,106,10.184707565164755,0,0,,
M4,bearing_degradation_machine,106,11.651548673995759,1,0,,0.0
M1,tool_wear_machine,107,10.495463740031667,0,0,,
M2,calibration_drift_machine,107,10.117280324013917,0,0,,
M3,healthy_control_machine,107,9.842526478524597,0,0,,
M4,bearing_degradation_machine,107,11.663184988031968,0,0,,0.0
M1,tool_wear_machine,108,10.558250886842421,0,0,,
M2,calibration_drift_machine,108,9.987509126577839,0,0,,
M3,healthy_control_machine,108,9.928117371271513,0,0,,
M4,bearing_degradation_machine,108,11.680467745939607,0,0,,0.0
M1,tool_wear_machine,109,10.655582308599715,0,0,,
M2,calibration_drift_machine,109,9.704537724986885,0,0,,
M3,healthy_control_machine,109,9.846089377945779,0,0,,
M4,bearing_degradation_machine,109,11.689432024184239,0,0,,0.0
M1,tool_wear_machine,110,10.71267468271743,0,0,,
M2,calibration_drift_machine,110,10.023496766005152,0,0,,
M3,healthy_control_machine,110,10.129690404533916,0,0,,
M4,bearing_degradation_machine,110,11.704048809808645,0,0,,0.0
M1,tool_wear_machine,111,10.795217458420778,0,0,,
M2,calibration_drift_machine,111,9.853937670220818,0,0,,
M3,healthy_control_machine,111,10.183595529865094,0,0,,
M4,bearing_degradation_machine,111,11.712743410334323,0,0,,0.0
M1,tool_wear_machine,112,10.848902244737713,0,0,,
M2,calibration_drift_machine,112,9.946617081884023,0,0,,
M3,healthy_control_machine,112,9.91205282758163,0,0,,
M4,bearing_degradation_machine,112,11.733231818578224,0,0,,0.0
M1,tool_wear_machine,113,10.926333804218308,0,0,,
M2,calibration_drift_machine,113,9.800808524646918,0,0,,
M3,healthy_control_machine,113,9.830043880054465,0,0,,
M4,bearing_degradation_machine,113,11.741610035954965,0,0,,0.0
M1,tool_wear_machine,114,11.00200238432948,0,0,,
M2,calibration_drift_machine,114,9.78186385153404,0,0,,
M3,healthy_control_machine,114,9.95691976895537,0,0,,
M4,bearing_degradation_machine,114,11.760689014376155,0,0,,0.0
M1,tool_wear_machine,115,11.058452024323067,0,0,,
M2,calibration_drift_machine,115,10.236514524798471,0,0,,
M3,healthy_control_machine,115,9.835993841336192,0,0,,
M4,bearing_degradation_machine,115,11.769799795860093,0,0,,0.0
M1,tool_wear_machine,116,11.151256769576754,0,0,,
M2,calibration_drift_machine,116,9.894600251869225,0,0,,
M3,healthy_control_machine,116,10.2964836167327,0,0,,
M4,bearing_degradation_machine,116,11.786724330538012,0,0,,0.0
M1,tool_wear_machine,117,11.201774946118213,0,0,,
M2,calibration_drift_machine,117,10.02149661068385,0,0,,
M3,healthy_control_machine,117,10.153697997337147,0,0,,
M4,bearing_degradation_machine,117,11.80536291812981,0,0,,0.0
M1,tool_wear_machine,118,11.301323956247716,0,0,,
M2,calibration_drift_machine,118,10.205219976625854,0,0,,
M3,healthy_control_machine,118,9.75347465926961,0,0,,
