machine_id,cycle,sensor_name,sensor_value
M1,39,tool_wear,1.2957290410405098
M2,39,calibration_offset,1.0142028396232554
M3,39,component_condition,0.7617432646642579
M4,39,bearing_degradation,0.761147546745498
M4,39,vibration,0.7646372659602396
M4,39,temperature,42.114662624634036
M4,39,motor_current,5.215593187037826
M5,39,machine_health,0.7698940532437506
M5,39,defect_pressure,0.05982017235338327
M1,40,tool_wear,1.318136053410359
M2,40,calibration_offset,1.039462760297997
M3,40,component_condition,0.7797003766451728
M4,40,bearing_degradation,0.7874889881644836
M4,40,vibration,0.7907858779702874
M4,40,temperature,41.94197561105401
M4,40,motor_current,5.309349789842455
M5,40,machine_health,0.7913263070331485
M5,40,defect_pressure,0.05987811425597461
M1,41,tool_wear,1.3437473658670847
M2,41,calibration_offset,1.0650986712634074
M3,41,component_condition,0.7919971131399568
M4,41,bearing_degradation,0.8091137525929359
M4,41,vibration,0.7890817725645947
M4,41,temperature,41.979196236839385
M4,41,motor_current,5.2897076999178445
M5,41,machine_health,0.8040146005719281
M5,41,defect_pressure,0.05993257964441047
M1,42,tool_wear,1.3734179812163263
M2,42,calibration_offset,1.0864646876325015
M3,42,component_condition,0.8139098879521137
M4,42,bearing_degradation,0.8260911179237959
M4,42,vibration,0.8733893615943009
M4,42,temperature,42.22747559320523
M4,42,motor_current,5.382137273406631
M5,42,machine_health,0.8327814097083488
M5,42,defect_pressure,0.05998377710954018
M1,43,tool_wear,1.4156516006950282
M2,43,calibration_offset,1.1225104070514582
M3,43,component_condition,0.8279424343530686
M4,43,bearing_degradation,0.8523826123284235
M4,43,vibration,0.8574727670009894
M4,43,temperature,42.274282072444706
M4,43,motor_current,5.270100011139649
M5,43,machine_health,0.8591133984977803
M5,43,defect_pressure,0.0600319027267621
M1,44,tool_wear,1.4495319942651164
M2,44,calibration_offset,1.1562006415558646
M3,44,component_condition,0.85593392581856
M4,44,bearing_degradation,0.8805120545477144
M4,44,vibration,0.864628621410485
M4,44,temperature,42.08114630598957
M4,44,motor_current,5.396145643814395
M5,44,machine_health,0.8718988399510481
M5,44,defect_pressure,0.06007714080695071
M1,45,tool_wear,1.485535827024406
M2,45,calibration_offset,1.190915571836478
M3,45,component_condition,0.8709037086148493
M4,45,bearing_degradation,0.9019098482451408
M4,45,vibration,0.8870098078721255
M4,45,temperature,42.36966401192121
M4,45,motor_current,5.284084796628981
M5,45,machine_health,0.8988278857857385
M5,45,defect_pressure,0.060119664602328
M1,46,tool_wear,1.5294546879977926
M2,46,calibration_offset,1.211646856717294
M3,46,component_condition,0.8937266612725553
M4,46,bearing_degradation,0.9169458294232798
M4,46,vibration,0.8513479311197039
M4,46,temperature,42.21673998963692
M4,46,motor_current,5.4026211525648735
M5,46,machine_health,0.9180680018586211
M5,46,defect_pressure,0.06015963696998266
M1,47,tool_wear,1.5670415829582964
M2,47,calibration_offset,1.2419332126031601
M3,47,component_condition,0.9223690269222276
M4,47,bearing_degradation,0.9453958170468257
M4,47,vibration,0.8988821902500701
M4,47,temperature,42.07020816153583
M4,47,motor_current,5.346146207999752
M5,47,machine_health,0.9427968865711156
M5,47,defect_pressure,0.06019721099557804
M1,48,tool_wear,1.6005667641004204
M2,48,calibration_offset,1.2815542425772186
M3,48,component_condition,0.950785864574575
M4,48,bearing_degradation,0.9672213257617244
M4,48,vibration,0.8767888006917028
M4,48,temperature,41.88621072640398
M4,48,motor_current,5.305566912345784
M5,48,machine_health,0.9594668700049385
M5,48,defect_pressure,0.06023253057963769
M1,49,tool_wear,1.6481624325928033
M2,49,calibration_offset,1.3052280726246244
M3,49,component_condition,0.9652779610333747
M4,49,bearing_degradation,0.9807490654918488
M4,49,vibration,0.8921364034706875
M4,49,temperature,41.94316964311387
M4,49,motor_current,5.426231353135767
M5,49,machine_health,0.9821121557633291
M5,49,defect_pressure,0.060265730988653766
M1,50,tool_wear,1.6735035115988959
M2,50,calibration_offset,1.323944640818452
M3,50,component_condition,0.9952154460702937
M4,50,bearing_degradation,0.9920905950396174
M4,50,vibration,0.9218322850557648
M4,50,temperature,41.87242321317172
M4,50,motor_current,5.4268425661520086
M5,50,machine_health,0.992843149120291
M5,50,defect_pressure,0.060296939373128876
M1,51,tool_wear,1.6954747707817464
M2,51,calibration_offset,1.3502768616871528
M3,51,component_condition,1.0132307072878002
M4,51,bearing_degradation,1.0057291576495229
M4,51,vibration,0.938470225161161
M4,51,temperature,42.254568916429584
M4,51,motor_current,5.3266670684332835
M5,51,machine_health,1.011017832542253
M5,51,defect_pressure,0.06032627525453548
M1,52,tool_wear,1.7369539376471683
M2,52,calibration_offset,1.3659542614997398
M3,52,component_condition,1.0366685621597747
M4,52,bearing_degradation,1.0317274793569866
M4,52,vibration,0.880545457948228
M4,52,temperature,42.43027793330484
M4,52,motor_current,5.3087411739842905
M5,52,machine_health,1.0354631711793663
M5,52,defect_pressure,0.06035385098305769
M1,53,tool_wear,1.768869443535722
M2,53,calibration_offset,1.3860788688851353
M3,53,component_condition,1.0469286006299894
M4,53,bearing_degradation,1.042258123434463
M4,53,vibration,0.8850467928827649
M4,53,temperature,42.54975251358651
M4,53,motor_current,5.349075253320561
M5,53,machine_health,1.0522995182133237
M5,53,defect_pressure,0.060379772167868564
M1,54,tool_wear,1.8065782918111661
M2,54,calibration_offset,1.4166825915813637
M3,54,component_condition,1.0656511312126957
M4,54,bearing_degradation,1.0675302393176582
M4,54,vibration,0.8910234133037086
M4,54,temperature,42.836117119561905
M4,54,motor_current,5.371121823411083
M5,54,machine_health,1.0708037883027084
M5,54,defect_pressure,0.060404138081590786
M1,55,tool_wear,1.8428273182509922
M2,55,calibration_offset,1.4381297837171938
M3,55,component_condition,1.0953391748267667
M4,55,bearing_degradation,1.0829763858480457
M4,55,vibration,0.885029621993965
M4,55,temperature,43.12597760729643
M4,55,motor_current,5.302591951624844
M5,55,machine_health,1.0918873483530243
M5,55,defect_pressure,0.060427042040489674
M1,56,tool_wear,1.8690199564038104
M2,56,calibration_offset,1.456551924468914
M3,56,component_condition,1.1172874368701728
M4,56,bearing_degradation,1.0964838114205147
M4,56,vibration,0.9800347191607018
M4,56,temperature,43.09358730492818
M4,56,motor_current,5.360397039647079
M5,56,machine_health,1.105213015728146
M5,56,defect_pressure,0.06044857176185463
M1,57,tool_wear,1.907114519687802
M2,57,calibration_offset,1.4812843148199635
M3,57,component_condition,1.1416683549738578
M4,57,bearing_degradation,1.1160048194644967
M4,57,vibration,0.9627690443220634
M4,57,temperature,43.38112786386956
M4,57,motor_current,5.437116106254624
M5,57,machine_health,1.1204582966141423
M5,57,defect_pressure,0.06046880969993769
M1,58,tool_wear,1.9420055071038391
M2,58,calibration_offset,1.5046404120903876
M3,58,component_condition,1.153171110608574
M4,58,bearing_degradation,1.1397728673930514
M4,58,vibration,0.9493918808175952
M4,58,temperature,43.23278815764398
M4,58,motor_current,5.462740967122407
M5,58,machine_health,1.1359011993587416
M5,58,defect_pressure,0.060487833361735764
M1,59,tool_wear,1.964752969303638
M2,59,calibration_offset,1.5230608778633616
M3,59,component_condition,1.1668737691853464
M4,59,bearing_degradation,1.1644173651212426
M4,59,vibration,0.9964230608346419
M4,59,temperature,43.35410457144239
M4,59,motor_current,5.446001390696005
M5,59,machine_health,1.1556896986316043
M5,59,defect_pressure,0.060505715603825956
M1,60,tool_wear,2.0130747494942365
M2,60,calibration_offset,1.555700257176254
M3,60,component_condition,1.1882326737963989
M4,60,bearing_degradation,1.1883657704661794
M4,60,vibration,0.9550812089237268
M4,60,temperature,43.62984156266393
M4,60,motor_current,5.510139668696237
M5,60,machine_health,1.1829305516513906
M5,60,defect_pressure,0.060522524911390735
M1,61,tool_wear,2.0579422137187566
M2,61,calibration_offset,1.5856070041383052
M3,61,component_condition,1.199771737828983
M4,61,bearing_degradation,1.2128611058967547
M4,61,vibration,0.9416800764385962
M4,61,temperature,43.51988994086492
M4,61,motor_current,5.432399645538931
M5,61,machine_health,1.2054483791801307
M5,61,defect_pressure,0.06053832566050163
M1,62,tool_wear,2.0849309979613655
M2,62,calibration_offset,1.6223594759858284
M3,62,component_condition,1.220350480509527
M4,62,bearing_degradation,1.2428197881074214
M4,62,vibration,0.9821990967881397
M4,62,temperature,43.70105985656934
M4,62,motor_current,5.415373108559446
M5,62,machine_health,1.2329219214638574
M5,62,defect_pressure,0.060553178364665866
M1,63,tool_wear,2.1174640014263857
M2,63,calibration_offset,1.6557990335255508
M3,63,component_condition,1.2374429236623425
M4,63,bearing_degradation,1.2574919431284197
M4,63,vibration,0.9572060962150041
M4,63,temperature,43.41892581469098
M4,63,motor_current,5.537666658042153
M5,63,machine_health,1.2565148671177189
M5,63,defect_pressure,0.06056713990658025
M1,64,tool_wear,2.1610543518588523
M2,64,calibration_offset,1.681238552920174
M3,64,component_condition,1.2567909538873399
M4,64,bearing_degradation,1.2873153156511592
M4,64,vibration,0.9880932963988082
M4,64,temperature,43.72886689239831
M4,64,motor_current,5.4804896902763796
M5,64,machine_health,1.271128263352074
M5,64,defect_pressure,0.06058026375597977
M1,65,tool_wear,2.18664749972318
M2,65,calibration_offset,1.7049916843993425
M3,65,component_condition,1.2844666715866084
M4,65,bearing_degradation,1.300793220635549
M4,65,vibration,1.0099414901444854
M4,65,temperature,43.901161254771594
M4,65,motor_current,5.4944817508332005
M5,65,machine_health,1.2856170747888072
M5,65,defect_pressure,0.06059260017441532
M1,66,tool_wear,2.224435697768431
M2,66,calibration_offset,1.7222788553342863
M3,66,component_condition,1.2970569700122645
M4,66,bearing_degradation,1.328035772980858
M4,66,vibration,1.062165916664831
M4,66,temperature,44.0026010495721
M4,66,motor_current,5.474983994665128
M5,66,machine_health,1.3030708451290534
M5,66,defect_pressure,0.06060419640774473
M1,67,tool_wear,2.259311969820794
M2,67,calibration_offset,1.7427834353830316
M3,67,component_condition,1.3240811082932398
M4,67,bearing_degradation,1.3498839286740485
M4,67,vibration,1.0724216680621341
M4,67,temperature,43.91599164795842
M4,67,motor_current,5.508062605547729
M5,67,machine_health,1.3306434448561566
M5,67,defect_pressure,0.060615096867074385
M1,68,tool_wear,2.3048294216936216
M2,68,calibration_offset,1.7754925098009076
M3,68,component_condition,1.3476839237284457
M4,68,bearing_degradation,1.36305603077991
M4,68,vibration,1.0833094882318568
M4,68,temperature,44.15641540904369
M4,68,motor_current,5.382919067379881
M5,68,machine_health,1.3473458219413394
M5,68,defect_pressure,0.06062534329884426
M1,69,tool_wear,2.3493684324171933
M2,69,calibration_offset,1.8031792031449285
M3,69,component_condition,1.3700224620959605
M4,69,bearing_degradation,1.3782521024011931
M4,69,vibration,1.0647014112704383
M4,69,temperature,44.17824072668919
M4,69,motor_current,5.538357314870646
M5,69,machine_health,1.3681711535148617
M5,69,defect_pressure,0.06063497494470794
M1,70,tool_wear,2.3883470892112117
M2,70,calibration_offset,1.8207419463446954
M3,70,component_condition,1.3813792032780638
M4,70,bearing_degradation,1.3895991144305686
M4,70,vibration,1.0640566917898548
M4,70,temperature,44.084826222521215
M4,70,motor_current,5.510542793604194
M5,70,machine_health,1.3976409328984096
M5,70,defect_pressure,0.0606440286918198
M1,71,tool_wear,2.4122496764151307
M2,71,calibration_offset,1.8363566192561656
M3,71,component_condition,1.4011520670861572
M4,71,bearing_degradation,1.4085171685581035
M4,71,vibration,1.0407695340514078
M4,71,temperature,44.39717345093115
M4,71,motor_current,5.478217269442531
M5,71,machine_health,1.4235371238734082
M5,71,defect_pressure,0.06065253921410495
M1,72,tool_wear,2.4347211077836057
M2,72,calibration_offset,1.867719399613194
M3,72,component_condition,1.4141732249217753
M4,72,bearing_degradation,1.426911714896626
M4,72,vibration,1.084617280725059
M4,72,temperature,44.3240862590847
M4,72,motor_current,5.454262140683553
M5,72,machine_health,1.451419107946991
M5,72,defect_pressure,0.06066053910505299
M1,73,tool_wear,2.455655130270141
M2,73,calibration_offset,1.891932558206288
M3,73,component_condition,1.4435370934800698
M4,73,bearing_degradation,1.4524436519524608
M4,73,vibration,1.1080696452453895
M4,73,temperature,44.5342806656321
M4,73,motor_current,5.560560076371961
M5,73,machine_health,1.462069631536816
M5,73,defect_pressure,0.06066805900254414
M1,74,tool_wear,2.4995512489994263
M2,74,calibration_offset,1.9098652629303479
M3,74,component_condition,1.462143211378059
M4,74,bearing_degradation,1.4637278306939636
M4,74,vibration,1.0936882724690253
M4,74,temperature,44.38136699093814
M4,74,motor_current,5.5718165608703245
M5,74,machine_health,1.472302042334978
M5,74,defect_pressure,0.06067512770618583
M1,75,tool_wear,2.53394941404094
M2,75,calibration_offset,1.9321568273980805
M3,75,component_condition,1.487740231155926
M4,75,bearing_degradation,1.475826434262327
M4,75,vibration,1.0645350752911837
M4,75,temperature,44.67797577808331
M4,75,motor_current,5.445038360572117
M5,75,machine_health,1.49635134174586
M5,75,defect_pressure,0.060681772287609015
M1,76,tool_wear,2.56374325328826
M2,76,calibration_offset,1.9493534898767013
M3,76,component_condition,1.4993118010990265
M4,76,bearing_degradation,1.4971772512275583
M4,76,vibration,1.1178173974047498
M4,76,temperature,44.8396833951087
M4,76,motor_current,5.4640420867786075
M5,76,machine_health,1.5190799467367329
M5,76,defect_pressure,0.06068801819414681
M1,77,tool_wear,2.6118296206755707
M2,77,calibration_offset,1.977885898259228
M3,77,component_condition,1.523593539741675
M4,77,bearing_degradation,1.5234737535024885
M4,77,vibration,1.067400986039463
M4,77,temperature,45.049647175284896
M4,77,motor_current,5.542734288956618
M5,77,machine_health,1.5419515006406634
M5,77,defect_pressure,0.06069388934629234
M1,78,tool_wear,2.634278520136488
M2,78,calibration_offset,1.9990634791094817
M3,78,component_condition,1.537977819488836
M4,78,bearing_degradation,1.5371161118162624
M4,78,vibration,1.143816295440753
M4,78,temperature,45.10104195660181
M4,78,motor_current,5.537629782426319
M5,78,machine_health,1.5565205954672894
M5,78,defect_pressure,0.06069940822930914
M1,79,tool_wear,2.6737882907268964
M2,79,calibration_offset,2.031069185170264
M3,79,component_condition,1.5531314772590603
M4,79,bearing_degradation,1.5616594932115886
M4,79,vibration,1.1489344494046336
M4,79,temperature,45.01473160957395
M4,79,motor_current,5.515767821133448
M5,79,machine_health,1.567322779295539
M5,79,defect_pressure,0.060704595979344925
M1,80,tool_wear,2.706946753302584
M2,80,calibration_offset,2.0582359087058815
M3,80,component_condition,1.5715658957965295
M4,80,bearing_degradation,1.5899067601239225
M4,80,vibration,1.1070289229501356
M4,80,temperature,45.064010426791825
M4,80,motor_current,5.582779410061877
M5,80,machine_health,1.5916392785891809
M5,80,defect_pressure,0.060709472464378564
